DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter1916,Vancomycin,DDInter87,Amphotericin B (lipid complex),Moderate
DDInter87,Amphotericin B (lipid complex),DDInter1922,Vecuronium,Moderate
DDInter1946,Voriconazole,DDInter87,Amphotericin B (lipid complex),Minor
DDInter1967,Ziprasidone,DDInter87,Amphotericin B (lipid complex),Major
DDInter1968,Zoledronic acid,DDInter87,Amphotericin B (lipid complex),Moderate
DDInter89,Ampicillin,DDInter98,Anisindione,Moderate
DDInter130,Atenolol,DDInter89,Ampicillin,Moderate
DDInter157,Azithromycin,DDInter89,Ampicillin,Minor
DDInter89,Ampicillin,DDInter164,Balsalazide,Moderate
DDInter89,Ampicillin,DDInter206,Bifidobacterium longum infantis,Moderate
DDInter89,Ampicillin,DDInter351,Chloramphenicol,Moderate
DDInter89,Ampicillin,DDInter359,Chloroquine,Moderate
DDInter89,Ampicillin,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Major
DDInter89,Ampicillin,DDInter393,Clarithromycin,Minor
DDInter89,Ampicillin,DDInter398,Clindamycin,Minor
DDInter89,Ampicillin,DDInter498,Demeclocycline,Moderate
DDInter89,Ampicillin,DDInter519,Dexlansoprazole,Moderate
DDInter542,Dicoumarol,DDInter89,Ampicillin,Moderate
DDInter89,Ampicillin,DDInter647,Entecavir,Moderate
DDInter670,Erythromycin,DDInter89,Ampicillin,Minor
DDInter89,Ampicillin,DDInter815,Gentamicin,Moderate
DDInter89,Ampicillin,DDInter856,Heparin,Minor
DDInter89,Ampicillin,DDInter918,Indium In-111 oxyquinoline,Moderate
DDInter89,Ampicillin,DDInter1004,Kanamycin,Moderate
DDInter89,Ampicillin,DDInter1017,Lactobacillus acidophilus,Moderate
DDInter89,Ampicillin,DDInter1022,Lansoprazole,Moderate
DDInter1140,Mefloquine,DDInter89,Ampicillin,Minor
DDInter89,Ampicillin,DDInter1174,Methotrexate,Major
DDInter89,Ampicillin,DDInter1224,Minocycline,Moderate
DDInter89,Ampicillin,DDInter1251,Mycophenolate mofetil,Moderate
DDInter89,Ampicillin,DDInter1252,Mycophenolic acid,Moderate
DDInter89,Ampicillin,DDInter1283,Netilmicin,Moderate
DDInter89,Ampicillin,DDInter1374,Oxytetracycline,Moderate
DDInter89,Ampicillin,DDInter1414,Pemetrexed,Moderate
DDInter89,Ampicillin,DDInter1482,Plazomicin,Moderate
DDInter89,Ampicillin,DDInter1522,Probenecid,Minor
DDInter89,Ampicillin,DDInter1641,Sarecycline,Moderate
DDInter89,Ampicillin,DDInter953,Iodide I-123,Moderate
DDInter89,Ampicillin,DDInter954,Iodide I-131,Moderate
DDInter89,Ampicillin,DDInter1783,Tetracycline,Moderate
DDInter89,Ampicillin,DDInter1822,Tobramycin,Moderate
DDInter89,Ampicillin,DDInter1882,Troleandomycin,Minor
DDInter89,Ampicillin,DDInter1894,Typhoid vaccine (live),Major
DDInter89,Ampicillin,DDInter1951,Warfarin,Moderate
DDInter157,Azithromycin,DDInter93,Anagrelide,Major
DDInter93,Anagrelide,DDInter170,Bedaquiline,Major
DDInter93,Anagrelide,DDInter384,Ciprofloxacin,Major
DDInter93,Anagrelide,DDInter393,Clarithromycin,Major
DDInter93,Anagrelide,DDInter406,Clofazimine,Major
DDInter93,Anagrelide,DDInter624,Efavirenz,Major
DDInter93,Anagrelide,DDInter644,Enoxacin,Moderate
DDInter670,Erythromycin,DDInter93,Anagrelide,Major
DDInter743,Fluconazole,DDInter93,Anagrelide,Major
DDInter93,Anagrelide,DDInter809,Gatifloxacin,Major
DDInter93,Anagrelide,DDInter842,Grepafloxacin,Major
DDInter93,Anagrelide,DDInter986,Isoniazid,Moderate
DDInter93,Anagrelide,DDInter1008,Ketoconazole,Major
DDInter93,Anagrelide,DDInter1032,Lefamulin,Major
DDInter93,Anagrelide,DDInter1055,Levofloxacin,Major
DDInter93,Anagrelide,DDInter1084,Lomefloxacin,Major
DDInter93,Anagrelide,DDInter1202,Metronidazole,Minor
DDInter1247,Moxifloxacin,DDInter93,Anagrelide,Major
DDInter93,Anagrelide,DDInter1259,Nalidixic acid,Moderate
DDInter93,Anagrelide,DDInter1313,Norfloxacin,Major
DDInter93,Anagrelide,DDInter1325,Ofloxacin,Major
DDInter93,Anagrelide,DDInter1494,Posaconazole,Major
DDInter93,Anagrelide,DDInter1590,Rifampicin,Moderate
DDInter93,Anagrelide,DDInter1595,Rilpivirine,Major
DDInter93,Anagrelide,DDInter1640,Saquinavir,Major
DDInter93,Anagrelide,DDInter1705,Sparfloxacin,Major
DDInter93,Anagrelide,DDInter1724,Sulfamethoxazole,Minor
DDInter93,Anagrelide,DDInter1756,Telavancin,Major
DDInter93,Anagrelide,DDInter1758,Telithromycin,Major
DDInter93,Anagrelide,DDInter1817,Tipranavir,Major
DDInter93,Anagrelide,DDInter1946,Voriconazole,Major
DDInter94,Anakinra,DDInter1073,Linezolid,Moderate
DDInter94,Anakinra,DDInter1623,Rotavirus vaccine,Major
DDInter94,Anakinra,DDInter1625,Rubella virus vaccine,Major
DDInter94,Anakinra,DDInter1953,Yellow Fever Vaccine,Major
DDInter896,Hyoscyamine,DDInter1008,Ketoconazole,Moderate
DDInter896,Hyoscyamine,DDInter1303,Nitrofurantoin,Minor
DDInter1775,Testosterone,DDInter90,Amprenavir,Moderate
DDInter1775,Testosterone,DDInter170,Bedaquiline,Moderate
DDInter1775,Testosterone,DDInter221,Boceprevir,Moderate
DDInter1775,Testosterone,DDInter482,Darunavir,Moderate
DDInter1775,Testosterone,DDInter496,Delavirdine,Minor
DDInter1775,Testosterone,DDInter624,Efavirenz,Moderate
DDInter1775,Testosterone,DDInter703,Etravirine,Moderate
DDInter743,Fluconazole,DDInter1775,Testosterone,Moderate
DDInter1775,Testosterone,DDInter777,Fosamprenavir,Moderate
DDInter842,Grepafloxacin,DDInter1775,Testosterone,Moderate
DDInter1775,Testosterone,DDInter995,Itraconazole,Moderate
DDInter1775,Testosterone,DDInter1032,Lefamulin,Moderate
DDInter1775,Testosterone,DDInter1039,Letermovir,Moderate
DDInter1276,Nelfinavir,DDInter1775,Testosterone,Moderate
DDInter1285,Nevirapine,DDInter1775,Testosterone,Moderate
DDInter1775,Testosterone,DDInter1494,Posaconazole,Moderate
DDInter1775,Testosterone,DDInter1592,Rifapentine,Moderate
DDInter1607,Ritonavir,DDInter1775,Testosterone,Moderate
DDInter1775,Testosterone,DDInter1640,Saquinavir,Moderate
DDInter1775,Testosterone,DDInter1755,Telaprevir,Moderate
DDInter1775,Testosterone,DDInter1758,Telithromycin,Moderate
DDInter1946,Voriconazole,DDInter1775,Testosterone,Moderate
DDInter157,Azithromycin,DDInter1538,Propofol,Moderate
DDInter1538,Propofol,DDInter170,Bedaquiline,Moderate
DDInter384,Ciprofloxacin,DDInter1538,Propofol,Moderate
DDInter1538,Propofol,DDInter393,Clarithromycin,Moderate
DDInter1538,Propofol,DDInter406,Clofazimine,Moderate
DDInter624,Efavirenz,DDInter1538,Propofol,Moderate
DDInter670,Erythromycin,DDInter1538,Propofol,Moderate
DDInter743,Fluconazole,DDInter1538,Propofol,Moderate
DDInter1538,Propofol,DDInter809,Gatifloxacin,Moderate
DDInter842,Grepafloxacin,DDInter1538,Propofol,Moderate
DDInter1538,Propofol,DDInter1008,Ketoconazole,Moderate
DDInter1538,Propofol,DDInter1032,Lefamulin,Moderate
DDInter1538,Propofol,DDInter1055,Levofloxacin,Moderate
DDInter1538,Propofol,DDInter1084,Lomefloxacin,Moderate
DDInter1538,Propofol,DDInter1202,Metronidazole,Minor
DDInter1247,Moxifloxacin,DDInter1538,Propofol,Moderate
DDInter1538,Propofol,DDInter1313,Norfloxacin,Moderate
DDInter1538,Propofol,DDInter1325,Ofloxacin,Moderate
DDInter1538,Propofol,DDInter1494,Posaconazole,Moderate
DDInter1538,Propofol,DDInter1590,Rifampicin,Moderate
DDInter1538,Propofol,DDInter1595,Rilpivirine,Moderate
DDInter1538,Propofol,DDInter1640,Saquinavir,Moderate
DDInter1538,Propofol,DDInter1705,Sparfloxacin,Moderate
DDInter1538,Propofol,DDInter1724,Sulfamethoxazole,Minor
DDInter1538,Propofol,DDInter1756,Telavancin,Moderate
DDInter1538,Propofol,DDInter1758,Telithromycin,Moderate
DDInter1946,Voriconazole,DDInter1538,Propofol,Moderate
DDInter458,Cyclosporine,DDInter97,Anidulafungin,Minor
DDInter90,Amprenavir,DDInter1686,Sodium citrate,Moderate
DDInter129,Atazanavir,DDInter1686,Sodium citrate,Moderate
DDInter159,Bacampicillin,DDInter1686,Sodium citrate,Moderate
DDInter316,Cefditoren,DDInter1686,Sodium citrate,Moderate
DDInter326,Cefpodoxime,DDInter1686,Sodium citrate,Moderate
DDInter335,Cefuroxime,DDInter1686,Sodium citrate,Moderate
DDInter383,Cinoxacin,DDInter1686,Sodium citrate,Moderate
DDInter384,Ciprofloxacin,DDInter1686,Sodium citrate,Moderate
DDInter498,Demeclocycline,DDInter1686,Sodium citrate,Moderate
DDInter633,Elvitegravir,DDInter1686,Sodium citrate,Moderate
DDInter644,Enoxacin,DDInter1686,Sodium citrate,Moderate
DDInter670,Erythromycin,DDInter1686,Sodium citrate,Minor
DDInter809,Gatifloxacin,DDInter1686,Sodium citrate,Moderate
DDInter842,Grepafloxacin,DDInter1686,Sodium citrate,Moderate
DDInter1055,Levofloxacin,DDInter1686,Sodium citrate,Moderate
DDInter1084,Lomefloxacin,DDInter1686,Sodium citrate,Moderate
DDInter1169,Methenamine,DDInter1686,Sodium citrate,Moderate
DDInter1224,Minocycline,DDInter1686,Sodium citrate,Moderate
DDInter1247,Moxifloxacin,DDInter1686,Sodium citrate,Moderate
DDInter1259,Nalidixic acid,DDInter1686,Sodium citrate,Moderate
DDInter1313,Norfloxacin,DDInter1686,Sodium citrate,Moderate
DDInter1325,Ofloxacin,DDInter1686,Sodium citrate,Moderate
DDInter1374,Oxytetracycline,DDInter1686,Sodium citrate,Moderate
DDInter1595,Rilpivirine,DDInter1686,Sodium citrate,Moderate
DDInter1705,Sparfloxacin,DDInter1686,Sodium citrate,Moderate
DDInter1783,Tetracycline,DDInter1686,Sodium citrate,Moderate
DDInter1817,Tipranavir,DDInter1686,Sodium citrate,Moderate
DDInter1887,Trovafloxacin,DDInter1686,Sodium citrate,Moderate
DDInter90,Amprenavir,DDInter1088,Loperamide,Major
DDInter1088,Loperamide,DDInter129,Atazanavir,Major
DDInter157,Azithromycin,DDInter1088,Loperamide,Moderate
DDInter1088,Loperamide,DDInter170,Bedaquiline,Moderate
DDInter1088,Loperamide,DDInter221,Boceprevir,Major
DDInter384,Ciprofloxacin,DDInter1088,Loperamide,Moderate
DDInter1088,Loperamide,DDInter393,Clarithromycin,Major
DDInter1088,Loperamide,DDInter406,Clofazimine,Moderate
DDInter1088,Loperamide,DDInter424,Cobicistat,Major
DDInter1088,Loperamide,DDInter464,Daclatasvir,Moderate
DDInter496,Delavirdine,DDInter1088,Loperamide,Major
DDInter624,Efavirenz,DDInter1088,Loperamide,Moderate
DDInter670,Erythromycin,DDInter1088,Loperamide,Major
DDInter743,Fluconazole,DDInter1088,Loperamide,Moderate
DDInter1088,Loperamide,DDInter809,Gatifloxacin,Moderate
DDInter842,Grepafloxacin,DDInter1088,Loperamide,Moderate
DDInter917,Indinavir,DDInter1088,Loperamide,Major
DDInter1088,Loperamide,DDInter995,Itraconazole,Major
DDInter1088,Loperamide,DDInter1008,Ketoconazole,Major
DDInter1088,Loperamide,DDInter1032,Lefamulin,Moderate
DDInter1088,Loperamide,DDInter1055,Levofloxacin,Moderate
DDInter1088,Loperamide,DDInter1084,Lomefloxacin,Moderate
DDInter1088,Loperamide,DDInter1202,Metronidazole,Moderate
DDInter1247,Moxifloxacin,DDInter1088,Loperamide,Moderate
DDInter1276,Nelfinavir,DDInter1088,Loperamide,Major
DDInter1088,Loperamide,DDInter1313,Norfloxacin,Moderate
DDInter1088,Loperamide,DDInter1325,Ofloxacin,Moderate
DDInter1088,Loperamide,DDInter1494,Posaconazole,Major
DDInter1088,Loperamide,DDInter1595,Rilpivirine,Moderate
DDInter1607,Ritonavir,DDInter1088,Loperamide,Major
DDInter1088,Loperamide,DDInter1640,Saquinavir,Moderate
DDInter1088,Loperamide,DDInter1641,Sarecycline,Moderate
DDInter1088,Loperamide,DDInter1705,Sparfloxacin,Moderate
DDInter1088,Loperamide,DDInter1755,Telaprevir,Major
DDInter1088,Loperamide,DDInter1756,Telavancin,Moderate
DDInter1088,Loperamide,DDInter1758,Telithromycin,Major
DDInter1088,Loperamide,DDInter1817,Tipranavir,Moderate
DDInter1088,Loperamide,DDInter1882,Troleandomycin,Major
DDInter1946,Voriconazole,DDInter1088,Loperamide,Major
DDInter475,Dapsone,DDInter1519,Prilocaine (topiclal),Major
DDInter1303,Nitrofurantoin,DDInter1519,Prilocaine (topiclal),Major
DDInter1721,Sulfadiazine,DDInter1519,Prilocaine (topiclal),Major
DDInter1723,Sulfamethizole,DDInter1519,Prilocaine (topiclal),Major
DDInter1519,Prilocaine (topiclal),DDInter1724,Sulfamethoxazole,Major
DDInter1727,Sulfisoxazole,DDInter1519,Prilocaine (topiclal),Major
DDInter718,Fenofibrate,DDInter170,Bedaquiline,Moderate
DDInter475,Dapsone,DDInter718,Fenofibrate,Moderate
DDInter477,Daptomycin,DDInter718,Fenofibrate,Moderate
DDInter624,Efavirenz,DDInter718,Fenofibrate,Moderate
DDInter718,Fenofibrate,DDInter703,Etravirine,Moderate
DDInter1276,Nelfinavir,DDInter718,Fenofibrate,Moderate
DDInter1724,Sulfamethoxazole,DDInter718,Fenofibrate,Moderate
DDInter718,Fenofibrate,DDInter1757,Telbivudine,Moderate
DDInter1946,Voriconazole,DDInter718,Fenofibrate,Moderate
DDInter1817,Tipranavir,DDInter105,Antithrombin III human,Major
DDInter103,Antilymphocyte immunoglobulin (horse),DDInter1623,Rotavirus vaccine,Major
DDInter103,Antilymphocyte immunoglobulin (horse),DDInter1625,Rubella virus vaccine,Major
DDInter103,Antilymphocyte immunoglobulin (horse),DDInter1953,Yellow Fever Vaccine,Major
DDInter106,Antithymocyte immunoglobulin (rabbit),DDInter1623,Rotavirus vaccine,Major
DDInter106,Antithymocyte immunoglobulin (rabbit),DDInter1625,Rubella virus vaccine,Major
DDInter106,Antithymocyte immunoglobulin (rabbit),DDInter1953,Yellow Fever Vaccine,Major
DDInter90,Amprenavir,DDInter884,Hydrocodone,Major
DDInter884,Hydrocodone,DDInter129,Atazanavir,Major
DDInter884,Hydrocodone,DDInter221,Boceprevir,Major
DDInter351,Chloramphenicol,DDInter884,Hydrocodone,Major
DDInter384,Ciprofloxacin,DDInter884,Hydrocodone,Major
DDInter884,Hydrocodone,DDInter393,Clarithromycin,Major
DDInter884,Hydrocodone,DDInter424,Cobicistat,Major
DDInter884,Hydrocodone,DDInter482,Darunavir,Major
DDInter496,Delavirdine,DDInter884,Hydrocodone,Major
DDInter624,Efavirenz,DDInter884,Hydrocodone,Major
DDInter670,Erythromycin,DDInter884,Hydrocodone,Major
DDInter884,Hydrocodone,DDInter703,Etravirine,Major
DDInter743,Fluconazole,DDInter884,Hydrocodone,Major
DDInter884,Hydrocodone,DDInter777,Fosamprenavir,Major
DDInter917,Indinavir,DDInter884,Hydrocodone,Major
DDInter884,Hydrocodone,DDInter995,Itraconazole,Major
DDInter884,Hydrocodone,DDInter1008,Ketoconazole,Major
DDInter884,Hydrocodone,DDInter1039,Letermovir,Major
DDInter1073,Linezolid,DDInter884,Hydrocodone,Major
DDInter884,Hydrocodone,DDInter1209,Miconazole,Moderate
DDInter1256,Nafcillin,DDInter884,Hydrocodone,Major
DDInter1276,Nelfinavir,DDInter884,Hydrocodone,Major
DDInter1285,Nevirapine,DDInter884,Hydrocodone,Major
DDInter884,Hydrocodone,DDInter1494,Posaconazole,Major
DDInter1589,Rifabutin,DDInter884,Hydrocodone,Major
DDInter884,Hydrocodone,DDInter1590,Rifampicin,Major
DDInter884,Hydrocodone,DDInter1592,Rifapentine,Major
DDInter1607,Ritonavir,DDInter884,Hydrocodone,Major
DDInter884,Hydrocodone,DDInter1640,Saquinavir,Major
DDInter884,Hydrocodone,DDInter1755,Telaprevir,Major
DDInter884,Hydrocodone,DDInter1758,Telithromycin,Major
DDInter884,Hydrocodone,DDInter1882,Troleandomycin,Major
DDInter1946,Voriconazole,DDInter884,Hydrocodone,Major
DDInter90,Amprenavir,DDInter107,Apalutamide,Moderate
DDInter129,Atazanavir,DDInter107,Apalutamide,Moderate
DDInter157,Azithromycin,DDInter107,Apalutamide,Moderate
DDInter170,Bedaquiline,DDInter107,Apalutamide,Major
DDInter221,Boceprevir,DDInter107,Apalutamide,Major
DDInter306,Caspofungin,DDInter107,Apalutamide,Moderate
DDInter384,Ciprofloxacin,DDInter107,Apalutamide,Moderate
DDInter393,Clarithromycin,DDInter107,Apalutamide,Moderate
DDInter398,Clindamycin,DDInter107,Apalutamide,Moderate
DDInter406,Clofazimine,DDInter107,Apalutamide,Moderate
DDInter424,Cobicistat,DDInter107,Apalutamide,Major
DDInter464,Daclatasvir,DDInter107,Apalutamide,Major
DDInter475,Dapsone,DDInter107,Apalutamide,Moderate
DDInter476,Dapsone (topical),DDInter107,Apalutamide,Minor
DDInter482,Darunavir,DDInter107,Apalutamide,Moderate
DDInter107,Apalutamide,DDInter495,Delafloxacin,Moderate
DDInter496,Delavirdine,DDInter107,Apalutamide,Major
DDInter107,Apalutamide,DDInter585,Doravirine,Major
DDInter633,Elvitegravir,DDInter107,Apalutamide,Major
DDInter107,Apalutamide,DDInter660,Eravacycline,Major
DDInter670,Erythromycin,DDInter107,Apalutamide,Moderate
DDInter703,Etravirine,DDInter107,Apalutamide,Major
DDInter743,Fluconazole,DDInter107,Apalutamide,Moderate
DDInter809,Gatifloxacin,DDInter107,Apalutamide,Major
DDInter842,Grepafloxacin,DDInter107,Apalutamide,Major
DDInter917,Indinavir,DDInter107,Apalutamide,Moderate
DDInter995,Itraconazole,DDInter107,Apalutamide,Moderate
DDInter1008,Ketoconazole,DDInter107,Apalutamide,Moderate
DDInter107,Apalutamide,DDInter1032,Lefamulin,Major
DDInter107,Apalutamide,DDInter1039,Letermovir,Moderate
DDInter1055,Levofloxacin,DDInter107,Apalutamide,Moderate
DDInter1084,Lomefloxacin,DDInter107,Apalutamide,Moderate
DDInter1125,Maraviroc,DDInter107,Apalutamide,Major
DDInter1202,Metronidazole,DDInter107,Apalutamide,Minor
DDInter1247,Moxifloxacin,DDInter107,Apalutamide,Major
DDInter1276,Nelfinavir,DDInter107,Apalutamide,Moderate
DDInter1313,Norfloxacin,DDInter107,Apalutamide,Moderate
DDInter1325,Ofloxacin,DDInter107,Apalutamide,Moderate
DDInter1494,Posaconazole,DDInter107,Apalutamide,Moderate
DDInter1563,Raltegravir,DDInter107,Apalutamide,Moderate
DDInter1595,Rilpivirine,DDInter107,Apalutamide,Major
DDInter1607,Ritonavir,DDInter107,Apalutamide,Major
DDInter1640,Saquinavir,DDInter107,Apalutamide,Major
DDInter1673,Simeprevir,DDInter107,Apalutamide,Major
DDInter1695,Sofosbuvir,DDInter107,Apalutamide,Major
DDInter1705,Sparfloxacin,DDInter107,Apalutamide,Major
DDInter1724,Sulfamethoxazole,DDInter107,Apalutamide,Minor
DDInter1756,Telavancin,DDInter107,Apalutamide,Moderate
DDInter1758,Telithromycin,DDInter107,Apalutamide,Major
DDInter1811,Tinidazole,DDInter107,Apalutamide,Moderate
DDInter1817,Tipranavir,DDInter107,Apalutamide,Moderate
DDInter1946,Voriconazole,DDInter107,Apalutamide,Moderate
DDInter90,Amprenavir,DDInter108,Apixaban,Moderate
DDInter129,Atazanavir,DDInter108,Apixaban,Moderate
DDInter108,Apixaban,DDInter221,Boceprevir,Major
DDInter351,Chloramphenicol,DDInter108,Apixaban,Moderate
DDInter384,Ciprofloxacin,DDInter108,Apixaban,Moderate
DDInter393,Clarithromycin,DDInter108,Apixaban,Moderate
DDInter108,Apixaban,DDInter424,Cobicistat,Major
DDInter108,Apixaban,DDInter464,Daclatasvir,Moderate
DDInter482,Darunavir,DDInter108,Apixaban,Moderate
DDInter496,Delavirdine,DDInter108,Apixaban,Moderate
DDInter624,Efavirenz,DDInter108,Apixaban,Moderate
DDInter670,Erythromycin,DDInter108,Apixaban,Moderate
DDInter703,Etravirine,DDInter108,Apixaban,Moderate
DDInter743,Fluconazole,DDInter108,Apixaban,Moderate
DDInter917,Indinavir,DDInter108,Apixaban,Moderate
DDInter995,Itraconazole,DDInter108,Apixaban,Major
DDInter1008,Ketoconazole,DDInter108,Apixaban,Major
DDInter108,Apixaban,DDInter1032,Lefamulin,Moderate
DDInter108,Apixaban,DDInter1039,Letermovir,Moderate
DDInter1209,Miconazole,DDInter108,Apixaban,Moderate
DDInter1256,Nafcillin,DDInter108,Apixaban,Moderate
DDInter1276,Nelfinavir,DDInter108,Apixaban,Major
DDInter1285,Nevirapine,DDInter108,Apixaban,Moderate
DDInter1494,Posaconazole,DDInter108,Apixaban,Major
DDInter1589,Rifabutin,DDInter108,Apixaban,Moderate
DDInter1590,Rifampicin,DDInter108,Apixaban,Major
DDInter1592,Rifapentine,DDInter108,Apixaban,Major
DDInter1607,Ritonavir,DDInter108,Apixaban,Major
DDInter1640,Saquinavir,DDInter108,Apixaban,Major
DDInter108,Apixaban,DDInter1641,Sarecycline,Moderate
DDInter1755,Telaprevir,DDInter108,Apixaban,Major
DDInter1758,Telithromycin,DDInter108,Apixaban,Major
DDInter1817,Tipranavir,DDInter108,Apixaban,Major
DDInter108,Apixaban,DDInter1882,Troleandomycin,Moderate
DDInter1946,Voriconazole,DDInter108,Apixaban,Major
DDInter252,Bupropion,DDInter170,Bedaquiline,Moderate
DDInter383,Cinoxacin,DDInter252,Bupropion,Major
DDInter384,Ciprofloxacin,DDInter252,Bupropion,Major
DDInter457,Cycloserine,DDInter252,Bupropion,Major
DDInter252,Bupropion,DDInter495,Delafloxacin,Major
DDInter624,Efavirenz,DDInter252,Bupropion,Moderate
DDInter644,Enoxacin,DDInter252,Bupropion,Major
DDInter668,Ertapenem,DDInter252,Bupropion,Major
DDInter779,Foscarnet,DDInter252,Bupropion,Major
DDInter809,Gatifloxacin,DDInter252,Bupropion,Major
DDInter813,Gemifloxacin,DDInter252,Bupropion,Major
DDInter842,Grepafloxacin,DDInter252,Bupropion,Major
DDInter1055,Levofloxacin,DDInter252,Bupropion,Major
DDInter1073,Linezolid,DDInter252,Bupropion,Major
DDInter1084,Lomefloxacin,DDInter252,Bupropion,Major
DDInter1157,Meropenem,DDInter252,Bupropion,Major
DDInter1247,Moxifloxacin,DDInter252,Bupropion,Major
DDInter1259,Nalidixic acid,DDInter252,Bupropion,Major
DDInter1285,Nevirapine,DDInter252,Bupropion,Moderate
DDInter1313,Norfloxacin,DDInter252,Bupropion,Major
DDInter252,Bupropion,DDInter1325,Ofloxacin,Major
DDInter1590,Rifampicin,DDInter252,Bupropion,Moderate
DDInter1597,Rimantadine,DDInter252,Bupropion,Major
DDInter1607,Ritonavir,DDInter252,Bupropion,Moderate
DDInter252,Bupropion,DDInter1705,Sparfloxacin,Major
DDInter1887,Trovafloxacin,DDInter252,Bupropion,Major
DDInter157,Azithromycin,DDInter109,Apomorphine,Moderate
DDInter109,Apomorphine,DDInter170,Bedaquiline,Major
DDInter384,Ciprofloxacin,DDInter109,Apomorphine,Moderate
DDInter109,Apomorphine,DDInter393,Clarithromycin,Moderate
DDInter109,Apomorphine,DDInter406,Clofazimine,Moderate
DDInter624,Efavirenz,DDInter109,Apomorphine,Major
DDInter670,Erythromycin,DDInter109,Apomorphine,Moderate
DDInter743,Fluconazole,DDInter109,Apomorphine,Moderate
DDInter109,Apomorphine,DDInter809,Gatifloxacin,Major
DDInter842,Grepafloxacin,DDInter109,Apomorphine,Major
DDInter109,Apomorphine,DDInter1008,Ketoconazole,Moderate
DDInter109,Apomorphine,DDInter1032,Lefamulin,Major
DDInter109,Apomorphine,DDInter1055,Levofloxacin,Moderate
DDInter109,Apomorphine,DDInter1084,Lomefloxacin,Moderate
DDInter109,Apomorphine,DDInter1125,Maraviroc,Moderate
DDInter109,Apomorphine,DDInter1202,Metronidazole,Minor
DDInter1247,Moxifloxacin,DDInter109,Apomorphine,Major
DDInter109,Apomorphine,DDInter1313,Norfloxacin,Moderate
DDInter109,Apomorphine,DDInter1325,Ofloxacin,Moderate
DDInter109,Apomorphine,DDInter1494,Posaconazole,Moderate
DDInter109,Apomorphine,DDInter1595,Rilpivirine,Moderate
DDInter109,Apomorphine,DDInter1640,Saquinavir,Major
DDInter109,Apomorphine,DDInter1705,Sparfloxacin,Major
DDInter109,Apomorphine,DDInter1724,Sulfamethoxazole,Minor
DDInter109,Apomorphine,DDInter1756,Telavancin,Moderate
DDInter109,Apomorphine,DDInter1758,Telithromycin,Moderate
DDInter1946,Voriconazole,DDInter109,Apomorphine,Moderate
DDInter1073,Linezolid,DDInter110,Apraclonidine,Major
DDInter624,Efavirenz,DDInter111,Apremilast,Moderate
DDInter111,Apremilast,DDInter703,Etravirine,Moderate
DDInter111,Apremilast,DDInter1032,Lefamulin,Moderate
DDInter1256,Nafcillin,DDInter111,Apremilast,Moderate
DDInter1285,Nevirapine,DDInter111,Apremilast,Moderate
DDInter1589,Rifabutin,DDInter111,Apremilast,Moderate
DDInter1590,Rifampicin,DDInter111,Apremilast,Major
DDInter1592,Rifapentine,DDInter111,Apremilast,Moderate
DDInter111,Apremilast,DDInter1641,Sarecycline,Moderate
DDInter112,Aprepitant,DDInter90,Amprenavir,Moderate
DDInter112,Aprepitant,DDInter129,Atazanavir,Moderate
DDInter112,Aprepitant,DDInter221,Boceprevir,Moderate
DDInter351,Chloramphenicol,DDInter112,Aprepitant,Moderate
DDInter384,Ciprofloxacin,DDInter112,Aprepitant,Moderate
DDInter112,Aprepitant,DDInter393,Clarithromycin,Moderate
DDInter112,Aprepitant,DDInter424,Cobicistat,Moderate
DDInter112,Aprepitant,DDInter464,Daclatasvir,Moderate
DDInter475,Dapsone,DDInter112,Aprepitant,Moderate
DDInter112,Aprepitant,DDInter482,Darunavir,Moderate
DDInter112,Aprepitant,DDInter496,Delavirdine,Moderate
DDInter112,Aprepitant,DDInter585,Doravirine,Minor
DDInter624,Efavirenz,DDInter112,Aprepitant,Moderate
DDInter670,Erythromycin,DDInter112,Aprepitant,Moderate
DDInter112,Aprepitant,DDInter703,Etravirine,Moderate
DDInter743,Fluconazole,DDInter112,Aprepitant,Moderate
DDInter842,Grepafloxacin,DDInter112,Aprepitant,Moderate
DDInter917,Indinavir,DDInter112,Aprepitant,Moderate
DDInter112,Aprepitant,DDInter995,Itraconazole,Moderate
DDInter112,Aprepitant,DDInter1008,Ketoconazole,Moderate
DDInter112,Aprepitant,DDInter1032,Lefamulin,Moderate
DDInter112,Aprepitant,DDInter1039,Letermovir,Moderate
DDInter112,Aprepitant,DDInter1125,Maraviroc,Moderate
DDInter112,Aprepitant,DDInter1209,Miconazole,Moderate
DDInter1256,Nafcillin,DDInter112,Aprepitant,Moderate
DDInter1276,Nelfinavir,DDInter112,Aprepitant,Moderate
DDInter1285,Nevirapine,DDInter112,Aprepitant,Moderate
DDInter112,Aprepitant,DDInter1494,Posaconazole,Moderate
DDInter1589,Rifabutin,DDInter112,Aprepitant,Moderate
DDInter112,Aprepitant,DDInter1590,Rifampicin,Moderate
DDInter112,Aprepitant,DDInter1592,Rifapentine,Moderate
DDInter112,Aprepitant,DDInter1595,Rilpivirine,Moderate
DDInter1607,Ritonavir,DDInter112,Aprepitant,Moderate
DDInter112,Aprepitant,DDInter1640,Saquinavir,Moderate
DDInter112,Aprepitant,DDInter1755,Telaprevir,Moderate
